year,county,prod_mibu
1961,FLOYD,0.005175
1961,GORDON,0.00566
1961,MURRAY,0.021175
1961,OTHER (COMBINED) COUNTIES,0.00128
1961,WALKER,0.0035
1961,WHITFIELD,0.00765
1961,BERRIEN,0.00589
1961,BROOKS,0.034225
1961,COLQUITT,0.00235
1961,COOK,0.0025
1961,CRISP,0.00923
1961,DOOLY,0.023355
1961,IRWIN,0.0018
1961,LOWNDES,0.011235
1961,OTHER (COMBINED) COUNTIES,0.00271
1961,TELFAIR,0.0039
1961,TURNER,0.002025
1961,WILCOX,0.0015
1961,WORTH,0.00672
1961,APPLING,0.00275
1961,BRYAN,0.00456
1961,CHATHAM,0.00351
1961,EVANS,0.008215
1961,OTHER (COMBINED) COUNTIES,0.001075
1961,TATTNALL,0.018
1961,TOOMBS,0.00416
1961,DECATUR,0.001815
1961,DOUGHERTY,0.00407
1961,GRADY,0.01176
1961,LEE,0.007325
1961,MITCHELL,0.0024
1961,OTHER (COMBINED) COUNTIES,0.00228
1961,SUMTER,0.04288
1961,THOMAS,0.01755
1961,FAYETTE,0.0017
1961,HENRY,0.0082
1961,MACON,0.06096
1961,OTHER (COMBINED) COUNTIES,0.00208
1961,SPALDING,0.0045
1961,TAYLOR,0.00455
1960,BIBB,0.02196
1960,BLECKLEY,0.016125
1960,BUTTS,0.002255
1960,CRAWFORD,0.02337
1960,DODGE,0.00525
1960,HOUSTON,0.15155
1960,JOHNSON,0.00779
1960,LAURENS,0.01276
1960,MONTGOMERY,0.01482
1960,OTHER (COMBINED) COUNTIES,0.0117
1960,PEACH,0.08784
1960,PULASKI,0.00665
1960,TWIGGS,0.00185
1960,WASHINGTON,0.0637
1960,WILKINSON,0.00238
1960,BULLOCH,0.07701
1960,BURKE,0.12306
1960,CANDLER,0.01288
1960,EFFINGHAM,0.044075
1960,EMANUEL,0.01274
1960,JEFFERSON,0.035075
1960,JENKINS,0.01624
1960,OTHER (COMBINED) COUNTIES,0.013835
1960,RICHMOND,0.00756
1960,SCREVEN,0.134485
1960,WARREN,0.00304
1960,GWINNETT,0.0011
1960,HART,0.00165
1960,FLOYD,0.00394
1960,GORDON,0.00748
1960,MURRAY,0.01736
1960,OTHER (COMBINED) COUNTIES,0.00187
1960,WALKER,0.00304
1960,WHITFIELD,0.00756
1960,BERRIEN,0.005425
1960,BROOKS,0.03806
1960,CRISP,0.01407
1960,DOOLY,0.025475
1960,IRWIN,0.00185
1960,LOWNDES,0.01066
1960,OTHER (COMBINED) COUNTIES,0.00358
1960,TELFAIR,0.00315
1960,TURNER,0.00189
1960,WILCOX,0.0016
1960,WORTH,0.00624
1960,APPLING,0.0017
1960,BRYAN,0.0045
1960,CHATHAM,0.00338
1960,EVANS,0.00775
1960,OTHER (COMBINED) COUNTIES,9.5e-4
1960,TATTNALL,0.01072
1960,TOOMBS,0.004
1960,DECATUR,0.001705
1960,DOUGHERTY,0.003675
1960,GRADY,0.01161
1960,LEE,0.009135
1960,MITCHELL,0.0013
1960,OTHER (COMBINED) COUNTIES,0.00344
1960,SUMTER,0.042165
1960,THOMAS,0.02997
1960,HENRY,0.00703
1960,MACON,0.05794
1960,OTHER (COMBINED) COUNTIES,0.00228
1960,SPALDING,0.00225
1960,TAYLOR,0.0035
1959,BIBB,0.004625
1959,BLECKLEY,0.01728
1959,BUTTS,0.002255
1959,CRAWFORD,0.02592
1959,DODGE,0.00325
1959,HOUSTON,0.165205
1959,JOHNSON,0.00544
1959,LAURENS,0.00574
1959,MONTGOMERY,0.01003
1959,OTHER (COMBINED) COUNTIES,0.013195
1959,PEACH,0.11016
1959,PULASKI,0.00693
1959,WASHINGTON,0.07632
1959,WILKINSON,0.00135
1959,BULLOCH,0.08657
1959,BURKE,0.121655
1959,CANDLER,0.00837
1959,EFFINGHAM,0.02899
1959,EMANUEL,0.00945
1959,GLASCOCK,4.95e-4
1959,JEFFERSON,0.02484
1959,JENKINS,0.012035
1959,OTHER (COMBINED) COUNTIES,0.01149
1959,RICHMOND,0.00858
1959,SCREVEN,0.102465
1959,WARREN,0.00341
1959,GWINNETT,0.00154
1959,OTHER (COMBINED) COUNTIES,2.4e-4
1959,UNION,0.00312
1959,BARTOW,0.0013
1959,GORDON,0.0036
1959,MURRAY,0.01836
1959,OTHER (COMBINED) COUNTIES,0.001215
1959,WALKER,0.0069
1959,WHITFIELD,0.006475
1959,BERRIEN,0.002415
1959,BROOKS,0.03924
1959,CRISP,0.00279
1959,DOOLY,0.00837
1959,LOWNDES,0.00437
1959,OTHER (COMBINED) COUNTIES,0.002255
1959,TELFAIR,0.00192
1959,TURNER,0.00138
1959,WILCOX,0.00286
1959,WORTH,0.004
1959,CHATHAM,0.0026
1959,EVANS,0.00799
1959,OTHER (COMBINED) COUNTIES,8.95e-4
1959,TATTNALL,0.011165
1959,TOOMBS,0.00285
1959,GRADY,0.007875
1959,LEE,0.0055
1959,OTHER (COMBINED) COUNTIES,0.002295
1959,SUMTER,0.03888
1959,THOMAS,0.01885
1959,FAYETTE,0.001925
1959,HENRY,0.004935
1959,MACON,0.06834
1959,OTHER (COMBINED) COUNTIES,0.0025
1959,TAYLOR,0.001
