year,county,prod_mibu
1970,MORGAN,0.0196
1970,NEWTON,0.01
1970,OTHER (COMBINED) COUNTIES,0.007
1970,PEACH,0.4029
1970,PULASKI,0.1591
1970,TREUTLEN,0.0126
1970,TWIGGS,0.034
1970,WASHINGTON,0.2079
1970,WHEELER,0.0378
1970,WILKINSON,0.0108
1970,BULLOCH,0.5304
1970,BURKE,1.157
1970,CANDLER,0.1173
1970,COLUMBIA,0.0024
1970,EFFINGHAM,0.2457
1970,EMANUEL,0.1449
1970,GLASCOCK,0.012
1970,JEFFERSON,0.5289
1970,JENKINS,0.2079
1970,MCDUFFIE,0.0205
1970,RICHMOND,0.094
1970,SCREVEN,0.7987
1970,WARREN,0.0713
1970,BARROW,0.0075
1970,CLARKE,0.0175
1970,GWINNETT,0.0162
1970,JACKSON,0.0242
1970,OCONEE,0.063
1970,OTHER (COMBINED) COUNTIES,0.0023
1970,WALTON,0.0726
1970,WHITE,0.0022
1970,ELBERT,0.041
1970,FRANKLIN,0.0235
1970,HART,0.1248
1970,MADISON,0.0756
1970,OGLETHORPE,0.065
1970,OTHER (COMBINED) COUNTIES,0.0023
1970,BARTOW,0.047
1970,CHATTOOGA,0.008
1970,FLOYD,0.0714
1970,GORDON,0.1368
1970,MURRAY,0.0735
1970,OTHER (COMBINED) COUNTIES,0.0023
1970,POLK,0.036
1970,WALKER,0.0189
1970,WHITFIELD,0.0588
1970,ATKINSON,0.021
1970,BEN HILL,0.0168
1970,BERRIEN,0.0897
1970,BROOKS,0.1975
1970,CLINCH,0.0021
1970,COFFEE,0.0189
1970,COLQUITT,0.036
1970,COOK,0.077
1970,CRISP,0.2277
1970,DOOLY,0.3784
1970,ECHOLS,0.006
1970,IRWIN,0.0735
1970,JEFF DAVIS,0.018
1970,LANIER,0.0072
1970,LOWNDES,0.054
1970,TELFAIR,0.0315
1970,TIFT,0.0408
1970,TURNER,0.0375
1970,WILCOX,0.0696
1970,WORTH,0.0645
1970,APPLING,0.03
1970,BACON,0.0154
1970,BRANTLEY,0.0021
1970,BRYAN,0.0126
1970,CHATHAM,0.0264
1970,EVANS,0.063
1970,LONG,0.0043
1970,OTHER (COMBINED) COUNTIES,0.0023
1970,PIERCE,0.0575
1970,TATTNALL,0.0714
1970,TOOMBS,0.057
1970,WARE,0.0082
1970,WAYNE,0.0088
1970,BAKER,0.0264
1970,CALHOUN,0.0833
1970,CLAY,0.005
1970,DECATUR,0.04
1970,DOUGHERTY,0.0188
1970,EARLY,0.042
1970,GRADY,0.058
1970,LEE,0.1034
1970,MILLER,0.0264
1970,MITCHELL,0.047
1970,QUITMAN,0.0042
1970,RANDOLPH,0.0095
1970,SEMINOLE,0.0228
1970,STEWART,0.0108
1970,SUMTER,0.312
1970,TERRELL,0.06
1970,THOMAS,0.2054
1970,WEBSTER,0.0147
1970,CLAYTON,0.0042
1970,COWETA,0.0126
1970,FAYETTE,0.022
1970,HARALSON,0.0054
1970,HARRIS,0.011
1970,HENRY,0.085
1970,LAMAR,0.0112
1970,MACON,0.4632
1970,MARION,0.006
1970,MERIWETHER,0.0092
1970,OTHER (COMBINED) COUNTIES,0.006
1970,PIKE,0.1029
1970,SCHLEY,0.026
1970,SPALDING,0.054
1970,TALBOT,0.0027
1970,TAYLOR,0.1035
1970,TROUP,0.002
1970,UPSON,0.0084
1969,BALDWIN,0.0042
1969,BIBB,0.0962
1969,BLECKLEY,0.1711
1969,BUTTS,0.0225
1969,CRAWFORD,0.0918
1969,DODGE,0.0644
1969,HANCOCK,0.0072
1969,HOUSTON,0.583
1969,JOHNSON,0.0242
1969,LAURENS,0.1696
1969,MONROE,0.0091
1969,MONTGOMERY,0.0357
1969,MORGAN,0.0287
1969,NEWTON,0.0123
1969,OTHER (COMBINED) COUNTIES,0.0087
1969,PEACH,0.4539
1969,PULASKI,0.1683
1969,TREUTLEN,0.0099
1969,TWIGGS,0.0552
1969,WASHINGTON,0.2173
1969,WHEELER,0.0285
1969,WILKINSON,0.0063
1969,BULLOCH,0.3744
1969,BURKE,0.965
1969,CANDLER,0.0775
1969,COLUMBIA,0.0042
1969,EFFINGHAM,0.1886
1969,EMANUEL,0.0759
1969,GLASCOCK,0.0088
1969,JEFFERSON,0.4717
1969,JENKINS,0.2106
1969,MCDUFFIE,0.015
1969,RICHMOND,0.0945
1969,SCREVEN,0.7791
1969,WARREN,0.0713
1969,BARROW,0.0069
1969,CLARKE,0.022
1969,GWINNETT,0.0185
1969,JACKSON,0.014
1969,OCONEE,0.0552
1969,OTHER (COMBINED) COUNTIES,0.0025
1969,WALTON,0.1064
1969,ELBERT,0.0516
1969,FRANKLIN,0.0154
1969,HART,0.1175
1969,MADISON,0.0765
1969,OGLETHORPE,0.0696
1969,OTHER (COMBINED) COUNTIES,0.0024
1969,BARTOW,0.0714
1969,CHATTOOGA,0.0069
1969,FLOYD,0.1274
1969,GORDON,0.2046
1969,MURRAY,0.0891
1969,OTHER (COMBINED) COUNTIES,0.0025
1969,POLK,0.0418
1969,WALKER,0.0364
1969,WHITFIELD,0.0867
1969,ATKINSON,0.0082
1969,BEN HILL,0.0024
1969,BERRIEN,0.0585
1969,BROOKS,0.1155
1969,COFFEE,0.006
1969,COLQUITT,0.027
1969,COOK,0.036
1969,CRISP,0.18
1969,DOOLY,0.5002
1969,ECHOLS,0.005
1969,IRWIN,0.0224
1969,JEFF DAVIS,0.0144
1969,LANIER,0.0022
1969,LOWNDES,0.0399
1969,TELFAIR,0.0129
1969,TIFT,0.013
1969,TURNER,0.006
1969,WILCOX,0.0459
1969,WORTH,0.0315
1969,APPLING,0.0108
1969,BACON,0.0056
1969,BRYAN,0.0135
1969,CHATHAM,0.0264
1969,EVANS,0.0437
1969,LIBERTY,0.0042
1969,OTHER (COMBINED) COUNTIES,0.0025
1969,PIERCE,0.021
1969,TATTNALL,0.0795
1969,TOOMBS,0.051
1969,WAYNE,0.0021
1969,BAKER,0.0286
1969,CALHOUN,0.0477
1969,CLAY,0.0022
1969,DECATUR,0.0266
1969,DOUGHERTY,0.0168
1969,EARLY,0.0437
1969,GRADY,0.0342
1969,LEE,0.1075
1969,MILLER,0.0063
1969,MITCHELL,0.0246
1969,QUITMAN,0.0085
1969,RANDOLPH,0.0072
1969,SEMINOLE,0.0153
1969,STEWART,0.013
1969,SUMTER,0.3108
1969,TERRELL,0.039
1969,THOMAS,0.0936
1969,WEBSTER,0.0165
1969,CLAYTON,0.0048
1969,COWETA,0.0144
1969,FAYETTE,0.0288
1969,HARALSON,0.0054
1969,HARRIS,0.0144
1969,HENRY,0.0693
1969,LAMAR,0.0144
1969,MACON,0.5885
1969,MARION,0.0075
1969,MERIWETHER,0.0072
1969,OTHER (COMBINED) COUNTIES,0.0043
1969,PIKE,0.1323
1969,SCHLEY,0.0215
1969,SPALDING,0.108
1969,TAYLOR,0.11
1969,UPSON,0.0098
1968,BALDWIN,0.0049
1968,BIBB,0.0391
1968,BLECKLEY,0.0969
1968,BUTTS,0.022
1968,CRAWFORD,0.0713
1968,DODGE,0.037
1968,HANCOCK,0.0049
1968,HOUSTON,0.399
1968,JOHNSON,0.0399
1968,JONES,0.0033
1968,LAURENS,0.1517
1968,MONROE,0.0035
1968,MONTGOMERY,0.0306
1968,MORGAN,0.0215
1968,NEWTON,0.0072
1968,OTHER (COMBINED) COUNTIES,0.0121
1968,PEACH,0.2295
1968,PULASKI,0.0629
1968,TREUTLEN,0.0138
1968,TWIGGS,0.0494
1968,WASHINGTON,0.1365
1968,WHEELER,0.0196
1968,WILKINSON,0.0171
1968,BULLOCH,0.2768
1968,BURKE,0.4158
1968,CANDLER,0.0465
1968,COLUMBIA,0.0018
1968,EFFINGHAM,0.123
1968,EMANUEL,0.0928
1968,GLASCOCK,0.0102
1968,JEFFERSON,0.2912
1968,JENKINS,0.1025
1968,MCDUFFIE,0.1365
1968,RICHMOND,0.0414
1968,SCREVEN,0.3375
1968,WARREN,0.0528
1968,BARROW,0.006
1968,CLARKE,0.0108
1968,GWINNETT,0.0322
1968,JACKSON,0.0063
1968,OCONEE,0.0405
1968,UNION,0.0027
1968,WALTON,0.0624
1968,ELBERT,0.1125
1968,FRANKLIN,0.033
1968,HART,0.1008
1968,MADISON,0.1107
1968,OGLETHORPE,0.06
1968,OTHER (COMBINED) COUNTIES,0.003
1968,WILKES,0.0075
1968,BARTOW,0.0297
1968,CHATTOOGA,0.0034
1968,FLOYD,0.0726
1968,GORDON,0.102
1968,MURRAY,0.0703
1968,OTHER (COMBINED) COUNTIES,0.0028
1968,POLK,0.0441
1968,WALKER,0.0136
1968,WHITFIELD,0.0405
1968,ATKINSON,0.0042
1968,BEN HILL,0.0084
1968,BERRIEN,0.0578
1968,BROOKS,0.0759
1968,COFFEE,0.0112
1968,COLQUITT,0.0476
1968,COOK,0.0238
1968,CRISP,0.0759
1968,DOOLY,0.2002
1968,ECHOLS,0.0014
1968,IRWIN,0.0279
1968,JEFF DAVIS,0.0055
1968,LANIER,0.0026
1968,LOWNDES,0.036
1968,TELFAIR,0.0123
1968,TIFT,0.017
1968,TURNER,0.0144
1968,WILCOX,0.0207
1968,WORTH,0.0378
1968,APPLING,0.0245
1968,BACON,0.009
1968,BRYAN,0.0112
1968,CHATHAM,0.0135
1968,EVANS,0.0533
1968,OTHER (COMBINED) COUNTIES,0.0022
1968,PIERCE,0.018
1968,TATTNALL,0.0851
1968,TOOMBS,0.0576
1968,WARE,0.0021
1968,WAYNE,0.0081
1968,BAKER,0.0195
1968,CALHOUN,0.0322
1968,CLAY,0.0021
1968,DECATUR,0.0288
1968,DOUGHERTY,0.027
1968,EARLY,0.0266
1968,GRADY,0.0261
1968,LEE,0.0575
1968,MILLER,0.0144
1968,MITCHELL,0.0288
1968,QUITMAN,0.0021
1968,RANDOLPH,0.009
1968,SEMINOLE,0.0125
1968,STEWART,0.0112
1968,SUMTER,0.1533
1968,TERRELL,0.0276
1968,THOMAS,0.0736
1968,WEBSTER,0.0085
1968,CLAYTON,0.0032
1968,COWETA,0.0044
1968,FAYETTE,0.0119
1968,HARALSON,0.0024
1968,HARRIS,0.0095
1968,HENRY,0.0525
1968,LAMAR,0.0121
1968,MACON,0.3198
1968,MARION,0.004
1968,MERIWETHER,0.0063
1968,OTHER (COMBINED) COUNTIES,0.004
1968,PIKE,0.0902
1968,SCHLEY,0.0231
1968,SPALDING,0.0483
1968,TAYLOR,0.068
1968,UPSON,0.0044
1967,BALDWIN,0.0126
1967,BIBB,0.0375
1967,BLECKLEY,0.1458
1967,BUTTS,0.0306
1967,CRAWFORD,0.1586
1967,DODGE,0.065
1967,HANCOCK,0.0075
1967,HOUSTON,0.7375
1967,JOHNSON,0.0672
1967,JONES,0.0069
1967,LAURENS,0.3519
1967,MONROE,0.0051
1967,MONTGOMERY,0.0672
1967,MORGAN,0.02
1967,NEWTON,0.0094
1967,OTHER (COMBINED) COUNTIES,0.013
1967,PEACH,0.43120000000000003
1967,PULASKI,0.05
1967,TREUTLEN,0.049
1967,TWIGGS,0.104
1967,WASHINGTON,0.2816
1967,WHEELER,0.049
1967,WILKINSON,0.0414
1967,BULLOCH,0.7598
1967,BURKE,0.897
1967,CANDLER,0.116
1967,COLUMBIA,0.0044
1967,EFFINGHAM,0.2475
1967,EMANUEL,0.2574
1967,GLASCOCK,0.0288
1967,JEFFERSON,0.5661
1967,JENKINS,0.2592
1967,MCDUFFIE,0.027
1967,RICHMOND,0.0432
1967,SCREVEN,0.7696
1967,WARREN,0.102
1967,BARROW,0.0052
1967,CLARKE,0.0081
1967,GWINNETT,0.0528
1967,JACKSON,0.0052
1967,OCONEE,0.039
1967,OTHER (COMBINED) COUNTIES,0.0022
1967,UNION,0.005
1967,WALTON,0.0625
1967,ELBERT,0.1275
1967,FRANKLIN,0.0572
1967,HART,0.1071
1967,MADISON,0.1785
1967,OGLETHORPE,0.0624
1967,OTHER (COMBINED) COUNTIES,0.0056
1967,WILKES,0.0145
1967,BARTOW,0.0378
1967,CHATTOOGA,0.0052
1967,FLOYD,0.116
1967,GORDON,0.1222
1967,MURRAY,0.1035
1967,OTHER (COMBINED) COUNTIES,0.0054
1967,POLK,0.057
1967,WALKER,0.0196
1967,WHITFIELD,0.05
1967,ATKINSON,0.0052
1967,BEN HILL,0.021
1967,BERRIEN,0.1334
1967,BROOKS,0.1239
1967,COFFEE,0.0264
1967,COLQUITT,0.1176
1967,COOK,0.0423
1967,CRISP,0.1564
1967,DOOLY,0.6175
1967,ECHOLS,0.0044
1967,IRWIN,0.084
1967,JEFF DAVIS,0.011
1967,LANIER,0.0069
1967,LOWNDES,0.0805
1967,TELFAIR,0.033
1967,TIFT,0.0423
1967,TURNER,0.047
1967,WILCOX,0.0525
1967,WORTH,0.12
1967,APPLING,0.0625
1967,BACON,0.0192
1967,BRYAN,0.0252
1967,CHATHAM,0.0161
1967,EVANS,0.0897
1967,OTHER (COMBINED) COUNTIES,0.0046
1967,PIERCE,0.023
1967,TATTNALL,0.1725
1967,TOOMBS,0.1176
1967,WARE,0.0044
1967,WAYNE,0.0161
1967,BAKER,0.0391
1967,CALHOUN,0.063
1967,CLAY,0.0042
1967,DECATUR,0.063
1967,DOUGHERTY,0.0805
1967,EARLY,0.05
1967,GRADY,0.0575
1967,LEE,0.1189
1967,MILLER,0.0396
1967,MITCHELL,0.072
1967,QUITMAN,0.0022
1967,RANDOLPH,0.0273
1967,SEMINOLE,0.0368
1967,STEWART,0.0282
1967,SUMTER,0.4128
1967,TERRELL,0.0675
1967,THOMAS,0.1428
1967,WEBSTER,0.011
1967,CLAYTON,0.0027
1967,COWETA,0.0025
1967,FAYETTE,0.0078
1967,HARRIS,0.0108
1967,HENRY,0.0572
1967,LAMAR,0.013
1967,MACON,0.3969
1967,MARION,0.0035
1967,MERIWETHER,0.012
1967,OTHER (COMBINED) COUNTIES,0.0064
1967,PIKE,0.0945
1967,SCHLEY,0.057
1967,SPALDING,0.0459
1967,TAYLOR,0.1225
1967,UPSON,0.0052
1966,BALDWIN,0.00324
1966,BIBB,0.09329
1966,BLECKLEY,0.07384
1966,BUTTS,0.00666
1966,CRAWFORD,0.0852
1966,DODGE,0.01728
1966,HANCOCK,0.00387
1966,HOUSTON,0.52052
1966,JOHNSON,0.02652
1966,LAURENS,0.13568
1966,MONTGOMERY,0.0584
1966,OTHER (COMBINED) COUNTIES,0.01495
1966,PEACH,0.32256
1966,PULASKI,0.02737
1966,TREUTLEN,0.00468
1966,TWIGGS,0.01036
1966,WASHINGTON,0.24975
1966,WHEELER,0.00405
1966,WILKINSON,0.01188
1966,BULLOCH,0.52836
1966,BURKE,0.59455
1966,CANDLER,0.09735
1966,COLUMBIA,0.00396
1966,EFFINGHAM,0.15996
1966,EMANUEL,0.09196
1966,GLASCOCK,0.00645
1966,JEFFERSON,0.323675
1966,JENKINS,0.10602
1966,MCDUFFIE,0.00391
1966,RICHMOND,0.014880000000000001
1966,SCREVEN,0.5136
1966,WARREN,0.05031
1966,CLARKE,0.00624
1966,FANNIN,0.00198
1966,GWINNETT,0.0048
1966,OCONEE,0.00615
1966,UNION,0.0072
1966,WALTON,0.04524
1966,ELBERT,0.02457
1966,FRANKLIN,0.01421
1966,HART,0.038775
1966,MADISON,0.0345
1966,OGLETHORPE,0.00986
1966,WILKES,0.00924
1966,CHATTOOGA,0.00448
1966,FLOYD,0.048
1966,GORDON,0.0714
1966,MURRAY,0.095175
1966,OTHER (COMBINED) COUNTIES,0.003265
1966,POLK,0.039525
1966,WALKER,0.01148
1966,WHITFIELD,0.043475
1966,ATKINSON,0.00406
1966,BEN HILL,0.0068
1966,BERRIEN,0.06532
1966,BROOKS,0.06273
1966,COFFEE,0.01254
1966,COLQUITT,0.04347
1966,COOK,0.02222
1966,CRISP,0.06678
1966,DOOLY,0.38225
1966,IRWIN,0.0435
1966,JEFF DAVIS,0.00483
1966,LANIER,0.003995
1966,LOWNDES,0.031605
1966,TELFAIR,0.00589
1966,TIFT,0.014555
1966,TURNER,0.02494
1966,WILCOX,0.018645
1966,WORTH,0.08257
1966,APPLING,0.019975
1966,BACON,0.0051
1966,BRYAN,0.021
1966,CHATHAM,0.0143
1966,EVANS,0.06006
1966,OTHER (COMBINED) COUNTIES,0.00504
1966,PIERCE,0.0046
1966,TATTNALL,0.08692
1966,TOOMBS,0.05035
1966,WAYNE,0.00437
1966,BAKER,0.01104
1966,CALHOUN,0.0164
1966,CLAY,0.002
1966,DECATUR,0.01314
1966,DOUGHERTY,0.07344
1966,EARLY,0.0054
1966,GRADY,0.055
1966,LEE,0.057135
1966,MILLER,0.041
1966,MITCHELL,0.05546
1966,RANDOLPH,0.009
1966,SEMINOLE,0.015925
1966,STEWART,0.0048
1966,SUMTER,0.1785
1966,TERRELL,0.028
1966,THOMAS,0.049395
1966,WEBSTER,0.002
1966,FAYETTE,0.00253
1966,HARRIS,0.00414
1966,HENRY,0.0162
1966,MACON,0.25824
1966,OTHER (COMBINED) COUNTIES,0.004885
1966,PIKE,0.018815
1966,SCHLEY,0.04144
1966,SPALDING,0.031
1966,TAYLOR,0.07505
1965,BALDWIN,0.00286
1965,BIBB,0.082875
1965,BLECKLEY,0.04334
1965,BUTTS,0.0055
1965,CRAWFORD,0.069375
1965,DODGE,0.00682
1965,HANCOCK,0.00351
1965,HOUSTON,0.48
1965,JOHNSON,0.01674
1965,LAURENS,0.07832
1965,MONTGOMERY,0.044585
1965,OTHER (COMBINED) COUNTIES,0.00674
1965,PEACH,0.207665
1965,PULASKI,0.014525
1965,TREUTLEN,0.002145
1965,TWIGGS,0.0055
1965,WASHINGTON,0.1782
1965,WHEELER,0.002535
1965,WILKINSON,0.003875
1965,BULLOCH,0.223245
1965,BURKE,0.4648
1965,CANDLER,0.066215
1965,COLUMBIA,0.00414
1965,EFFINGHAM,0.10062
1965,EMANUEL,0.0609
1965,GLASCOCK,0.00225
1965,JEFFERSON,0.227255
1965,JENKINS,0.063855
1965,MCDUFFIE,0.002975
1965,OTHER (COMBINED) COUNTIES,0.00882
1965,RICHMOND,0.012675
1965,SCREVEN,0.40845
1965,WARREN,0.0208
1965,CLARKE,0.00486
1965,GWINNETT,0.00396
1965,UNION,0.00255
1965,WALTON,0.00688
1965,ELBERT,0.011
1965,HART,0.011
1965,CHATTOOGA,0.00187
1965,FLOYD,0.032745
1965,GORDON,0.05238
1965,MURRAY,0.07325
1965,OTHER (COMBINED) COUNTIES,0.00126
1965,POLK,0.016555
1965,WALKER,0.00826
1965,WHITFIELD,0.02624
1965,ATKINSON,0.0022
1965,BERRIEN,0.02816
1965,BROOKS,0.04114
1965,COFFEE,0.00165
1965,COLQUITT,0.013365
1965,COOK,0.010535
1965,CRISP,0.04624
1965,DOOLY,0.14541
1965,IRWIN,0.02278
1965,JEFF DAVIS,0.00392
1965,LANIER,0.00192
1965,LOWNDES,0.01581
1965,OTHER (COMBINED) COUNTIES,0.00226
1965,TELFAIR,0.00396
1965,TIFT,0.007595
1965,TURNER,0.009065
1965,WORTH,0.02378
1965,APPLING,0.006355
1965,BACON,0.0043
1965,BRYAN,0.016905
1965,CHATHAM,0.011115
1965,EVANS,0.021645
1965,OTHER (COMBINED) COUNTIES,6.7e-4
1965,PIERCE,0.0029
1965,TATTNALL,0.028305
1965,TOOMBS,0.018865
1965,WAYNE,0.00286
1965,BAKER,0.00286
1965,CALHOUN,0.0039
1965,DECATUR,0.0095
1965,DOUGHERTY,0.018315
1965,EARLY,0.00575
1965,GRADY,0.0306
1965,LEE,0.03857
1965,MITCHELL,0.031605
1965,OTHER (COMBINED) COUNTIES,0.00184
1965,SEMINOLE,0.00621
1965,STEWART,0.00252
1965,SUMTER,0.110495
1965,TERRELL,0.007175
1965,THOMAS,0.0407
1965,HARRIS,0.004
1965,HENRY,0.00775
1965,MACON,0.2321
1965,OTHER (COMBINED) COUNTIES,0.001815
1965,PIKE,0.004655
1965,SCHLEY,0.00528
1965,SPALDING,0.01333
1965,TAYLOR,0.0364
1964,BIBB,0.0553
1964,BLECKLEY,0.02774
1964,BUTTS,0.00285
1964,CRAWFORD,0.04726
1964,DODGE,0.00594
1964,HOUSTON,0.27972
1964,JOHNSON,0.0144
1964,LAURENS,0.0462
1964,MONTGOMERY,0.00322
1964,OTHER (COMBINED) COUNTIES,0.016975
1964,PEACH,0.193285
1964,PULASKI,0.010675
1964,TWIGGS,0.002755
1964,WASHINGTON,0.156195
1964,WILKINSON,0.003135
1964,BULLOCH,0.15722
1964,BURKE,0.38745
1964,CANDLER,0.044215
1964,COLUMBIA,0.005
1964,EFFINGHAM,0.07277
1964,EMANUEL,0.04085
1964,JEFFERSON,0.160515
1964,JENKINS,0.070315
1964,MCDUFFIE,0.002145
1964,OTHER (COMBINED) COUNTIES,0.02585
1964,RICHMOND,0.0108
1964,SCREVEN,0.2952
1964,WARREN,0.00333
1964,CLARKE,0.002535
1964,GWINNETT,0.00208
1964,UNION,0.001885
1964,WALTON,0.00456
1964,HART,0.009
1964,FLOYD,0.017845
1964,GORDON,0.0319
1964,MURRAY,0.03723
1964,OTHER (COMBINED) COUNTIES,0.00219
1964,POLK,0.00208
1964,WALKER,0.004725
1964,WHITFIELD,0.01584
1964,BERRIEN,0.0209
1964,BROOKS,0.031275
1964,COLQUITT,0.005945
1964,COOK,0.0048
1964,CRISP,0.056115
1964,DOOLY,0.10494
1964,IRWIN,0.00425
1964,JEFF DAVIS,0.0024
1964,LOWNDES,0.01558
1964,OTHER (COMBINED) COUNTIES,0.00555
1964,TELFAIR,0.00392
1964,TIFT,0.005365
1964,TURNER,0.00434
1964,WORTH,0.01763
1964,APPLING,0.00432
1964,BRYAN,0.0117
1964,CHATHAM,0.00928
1964,EVANS,0.01666
1964,OTHER (COMBINED) COUNTIES,0.00149
1964,TATTNALL,0.021275
1964,TOOMBS,0.01131
1964,CALHOUN,0.002925
1964,DECATUR,0.006845
1964,DOUGHERTY,0.01702
1964,EARLY,0.003135
1964,GRADY,0.022035
1964,LEE,0.029445
1964,MITCHELL,0.0044
1964,OTHER (COMBINED) COUNTIES,0.0043
1964,SEMINOLE,0.0046
1964,STEWART,0.00245
1964,SUMTER,0.09
1964,TERRELL,0.00533
1964,THOMAS,0.026715
1964,HARRIS,0.001705
1964,HENRY,0.006845
1964,MACON,0.193725
1964,OTHER (COMBINED) COUNTIES,0.004875
1964,PIKE,0.00308
1964,SCHLEY,0.00391
1964,SPALDING,0.01216
1964,TAYLOR,0.022275
1963,BIBB,0.0428
1963,BLECKLEY,0.01683
1963,BUTTS,0.00325
1963,CRAWFORD,0.02726
1963,DODGE,0.0033
1963,HOUSTON,0.121575
1963,JOHNSON,0.0108
1963,LAURENS,0.03759
1963,MONTGOMERY,0.021175
1963,OTHER (COMBINED) COUNTIES,0.008135
1963,PEACH,0.08526
1963,PULASKI,0.004715
1963,TWIGGS,0.0026
1963,WASHINGTON,0.07317
1963,WILKINSON,0.00169
1963,BULLOCH,0.13732
1963,BURKE,0.162725
1963,CANDLER,0.03483
1963,COLUMBIA,0.00248
1963,EFFINGHAM,0.0676
1963,EMANUEL,0.02336
1963,JEFFERSON,0.0798
1963,JENKINS,0.01755
1963,OTHER (COMBINED) COUNTIES,0.01272
1963,RICHMOND,0.0056
1963,SCREVEN,0.171325
1963,WARREN,0.00258
1963,GWINNETT,0.00145
1963,WALTON,0.00255
1963,HART,0.0045
1963,FLOYD,0.013785
1963,GORDON,0.01715
1963,MURRAY,0.02812
1963,OTHER (COMBINED) COUNTIES,0.001275
1963,WALKER,0.00252
1963,WHITFIELD,0.0091
1963,BERRIEN,0.01152
1963,BROOKS,0.03465
1963,COLQUITT,0.0084
1963,COOK,0.00528
1963,CRISP,0.03186
1963,DOOLY,0.0611
1963,IRWIN,0.0014
1963,LOWNDES,0.0153
1963,OTHER (COMBINED) COUNTIES,0.003365
1963,TELFAIR,0.002255
1963,TIFT,0.003
1963,TURNER,0.00247
1963,WORTH,0.00986
1963,APPLING,0.004565
1963,BRYAN,0.0098
1963,CHATHAM,0.0076
1963,EVANS,0.0132
1963,OTHER (COMBINED) COUNTIES,0.00113
1963,TATTNALL,0.019635
1963,TOOMBS,0.0078
1963,CALHOUN,0.0013
1963,DECATUR,0.002375
1963,DOUGHERTY,0.0085
1963,EARLY,0.001365
1963,GRADY,0.01292
1963,LEE,0.01479
1963,MITCHELL,0.001425
1963,OTHER (COMBINED) COUNTIES,0.00185
1963,SEMINOLE,0.00247
1963,SUMTER,0.043735
1963,TERRELL,0.00252
1963,THOMAS,0.01104
1963,HENRY,0.005625
1963,MACON,0.092155
1963,OTHER (COMBINED) COUNTIES,0.00233
1963,PIKE,0.0028
1963,SCHLEY,0.00228
1963,SPALDING,0.011825
1963,TAYLOR,0.015015
1962,BIBB,0.01537
1962,BLECKLEY,0.01376
1962,BUTTS,0.00234
1962,CRAWFORD,0.02015
1962,DODGE,0.004375
1962,HOUSTON,0.20114
1962,JOHNSON,0.00528
1962,LAURENS,0.01818
1962,MONTGOMERY,0.01392
1962,OTHER (COMBINED) COUNTIES,0.01177
1962,PEACH,0.09415
1962,PULASKI,0.00484
1962,TWIGGS,0.001925
1962,WASHINGTON,0.0754
1962,WILKINSON,0.00112
1962,BULLOCH,0.09736
1962,BURKE,0.1512
1962,CANDLER,0.0159
1962,COLUMBIA,9.5e-4
1962,EFFINGHAM,0.050635
1962,EMANUEL,0.01456
1962,JEFFERSON,0.033155
1962,JENKINS,0.01862
1962,OTHER (COMBINED) COUNTIES,0.01252
1962,RICHMOND,0.00713
1962,SCREVEN,0.11102
1962,WARREN,0.00171
1962,GWINNETT,0.0018
1962,UNION,0.00176
1962,HART,0.00174
1962,RABUN,9.9e-4
1962,FLOYD,0.00375
1962,GORDON,0.006885
1962,MURRAY,0.02041
1962,OTHER (COMBINED) COUNTIES,9.9e-4
1962,WALKER,0.003885
1962,WHITFIELD,0.0048
1962,BERRIEN,0.00582
1962,BROOKS,0.02771
1962,COLQUITT,0.00143
1962,COOK,0.00264
1962,CRISP,0.0171
1962,DOOLY,0.025245
1962,IRWIN,0.00198
1962,LOWNDES,0.012455
1962,OTHER (COMBINED) COUNTIES,0.002755
1962,TELFAIR,0.004
1962,TURNER,0.004
1962,WILCOX,0.002035
1962,WORTH,0.0063
1962,APPLING,0.00234
1962,BRYAN,0.0043
1962,CHATHAM,0.00319
1962,EVANS,0.00957
1962,OTHER (COMBINED) COUNTIES,0.00103
1962,TATTNALL,0.017595
1962,TOOMBS,0.004205
1962,DECATUR,0.0024
1962,DOUGHERTY,0.00396
1962,GRADY,0.013415
1962,LEE,0.01008
1962,MITCHELL,0.00125
1962,OTHER (COMBINED) COUNTIES,0.00251
1962,SUMTER,0.05238
1962,THOMAS,0.017145
1962,FAYETTE,0.00115
1962,HENRY,0.0099
1962,MACON,0.05378
1962,OTHER (COMBINED) COUNTIES,0.00174
1962,SPALDING,0.0021
1962,TAYLOR,0.003
1961,BIBB,0.016335
1961,BLECKLEY,0.0168
1961,BUTTS,0.001595
1961,CRAWFORD,0.019965
1961,DODGE,0.00299
1961,HOUSTON,0.13383
1961,JOHNSON,0.00615
1961,LAURENS,0.01833
1961,MONTGOMERY,0.018225
1961,OTHER (COMBINED) COUNTIES,0.0108
1961,PEACH,0.08701
1961,PULASKI,0.00492
1961,TWIGGS,0.0011
1961,WASHINGTON,0.08712
1961,WILKINSON,0.0015
1961,BULLOCH,0.08954
1961,BURKE,0.15963
1961,CANDLER,0.023265
1961,COLUMBIA,0.00115
1961,EFFINGHAM,0.0368
1961,EMANUEL,0.017945
1961,JEFFERSON,0.043955
1961,JENKINS,0.01984
1961,OTHER (COMBINED) COUNTIES,0.01435
1961,RICHMOND,0.00783
1961,SCREVEN,0.144105
1961,WARREN,0.002465
1961,GWINNETT,0.003
1961,UNION,0.002035
1961,HART,0.0012
